3	75	75	0
3	140	140	0
3	150	150	0
1	154	154	0
4	155	154	0
4	154	155	0
2	155	155	0
3	6	6	1
4	11	11	1
2	12	11	1
0	11	12	1
3	12	12	1
0	13	13	1
2	32	13	1
0	22	22	1
3	25	25	1
0	13	32	1
0	32	32	1
2	52	52	1
4	53	52	1
3	52	53	1
3	53	53	1
3	69	69	1
3	80	80	1
2	81	81	1
1	82	81	1
3	81	82	1
1	82	82	1
2	125	125	1
4	128	128	1
4	140	140	1
2	141	141	1
0	205	205	1
3	311	311	1
4	340	340	1
1	63	63	2
1	65	65	2
1	69	69	2
0	80	80	2
3	83	83	2
4	84	83	2
2	83	84	2
2	84	84	2
4	92	92	2
0	93	93	2
2	109	109	2
3	128	128	2
4	149	149	2
3	159	159	2
1	192	192	2
0	246	246	2
3	64	64	3
2	119	64	3
1	64	119	3
1	119	119	3
0	13	13	4
4	349	13	4
3	49	49	4
2	65	65	4
0	106	106	4
4	118	118	4
4	129	129	4
4	133	133	4
3	182	182	4
0	215	215	4
3	233	233	4
4	246	246	4
1	13	349	4
3	349	349	4
3	20	20	5
2	21	20	5
1	20	21	5
4	21	21	5
0	33	33	5
0	34	33	5
0	33	34	5
4	34	34	5
4	138	138	5
0	217	217	5
3	3	3	6
2	5	3	6
3	9	3	6
0	348	3	6
3	3	5	6
1	5	5	6
3	9	5	6
3	348	5	6
3	3	9	6
3	5	9	6
1	9	9	6
0	348	9	6
3	13	13	6
4	23	13	6
1	33	13	6
3	34	13	6
2	14	14	6
4	16	16	6
3	17	16	6
2	22	16	6
3	16	17	6
3	17	17	6
0	22	17	6
4	21	21	6
2	85	21	6
2	98	21	6
1	126	21	6
4	341	21	6
0	16	22	6
0	17	22	6
0	22	22	6
3	13	23	6
1	23	23	6
2	33	23	6
0	34	23	6
2	26	26	6
0	27	26	6
3	28	26	6
1	26	27	6
4	27	27	6
0	28	27	6
0	26	28	6
1	27	28	6
2	28	28	6
0	13	33	6
1	23	33	6
1	33	33	6
0	34	33	6
1	13	34	6
4	23	34	6
3	33	34	6
0	34	34	6
4	39	39	6
4	40	39	6
1	39	40	6
1	40	40	6
0	51	51	6
2	132	51	6
3	58	58	6
3	59	59	6
3	62	62	6
3	65	65	6
3	66	66	6
0	67	67	6
1	69	69	6
3	72	72	6
1	73	72	6
0	72	73	6
0	73	73	6
4	77	77	6
0	78	77	6
1	77	78	6
1	78	78	6
3	80	80	6
3	81	81	6
4	82	81	6
0	84	81	6
3	106	81	6
2	81	82	6
2	82	82	6
4	84	82	6
1	106	82	6
1	81	84	6
4	82	84	6
4	84	84	6
1	106	84	6
0	21	85	6
4	85	85	6
4	98	85	6
2	126	85	6
1	341	85	6
2	90	90	6
4	95	95	6
1	97	97	6
1	276	97	6
3	21	98	6
0	85	98	6
1	98	98	6
4	126	98	6
2	341	98	6
1	101	101	6
2	104	104	6
4	81	106	6
0	82	106	6
0	84	106	6
1	106	106	6
1	117	117	6
2	119	117	6
0	117	119	6
2	119	119	6
2	21	126	6
1	85	126	6
2	98	126	6
0	126	126	6
0	341	126	6
2	128	128	6
2	51	132	6
2	132	132	6
3	139	139	6
4	146	146	6
3	147	146	6
2	148	146	6
0	146	147	6
2	147	147	6
0	148	147	6
4	146	148	6
4	147	148	6
0	148	148	6
1	149	149	6
1	152	152	6
3	154	154	6
0	155	154	6
0	156	154	6
4	157	154	6
4	154	155	6
4	155	155	6
1	156	155	6
3	157	155	6
4	154	156	6
1	155	156	6
3	156	156	6
2	157	156	6
1	154	157	6
0	155	157	6
0	156	157	6
3	157	157	6
2	158	158	6
3	168	168	6
1	178	178	6
1	181	181	6
4	185	185	6
0	189	189	6
2	191	191	6
4	193	191	6
0	191	193	6
0	193	193	6
1	205	205	6
