3	75	75	0
2	140	140	0
2	150	150	0
0	154	154	0
1	155	154	0
0	154	155	0
1	155	155	0
4	6	6	1
0	11	11	1
0	12	11	1
3	11	12	1
1	12	12	1
1	13	13	1
0	32	13	1
4	22	22	1
1	25	25	1
2	13	32	1
2	32	32	1
2	52	52	1
4	53	52	1
1	52	53	1
3	53	53	1
3	69	69	1
2	80	80	1
3	81	81	1
0	82	81	1
2	81	82	1
0	82	82	1
3	125	125	1
4	128	128	1
0	140	140	1
3	141	141	1
1	205	205	1
4	311	311	1
0	340	340	1
4	63	63	2
2	65	65	2
1	69	69	2
0	80	80	2
4	83	83	2
3	84	83	2
4	83	84	2
3	84	84	2
4	92	92	2
1	93	93	2
4	109	109	2
4	128	128	2
2	149	149	2
3	159	159	2
3	192	192	2
1	246	246	2
1	64	64	3
3	119	64	3
1	64	119	3
3	119	119	3
4	13	13	4
0	349	13	4
3	49	49	4
3	65	65	4
2	106	106	4
2	118	118	4
4	129	129	4
1	133	133	4
4	182	182	4
3	215	215	4
1	233	233	4
0	246	246	4
2	13	349	4
3	349	349	4
0	20	20	5
1	21	20	5
4	20	21	5
4	21	21	5
2	33	33	5
3	34	33	5
1	33	34	5
1	34	34	5
1	138	138	5
3	217	217	5
0	3	3	6
2	5	3	6
4	9	3	6
1	348	3	6
1	3	5	6
1	5	5	6
3	9	5	6
4	348	5	6
4	3	9	6
3	5	9	6
1	9	9	6
4	348	9	6
0	13	13	6
1	23	13	6
3	33	13	6
2	34	13	6
0	14	14	6
1	16	16	6
4	17	16	6
3	22	16	6
2	16	17	6
4	17	17	6
4	22	17	6
4	21	21	6
3	85	21	6
3	98	21	6
4	126	21	6
3	341	21	6
3	16	22	6
0	17	22	6
1	22	22	6
1	13	23	6
2	23	23	6
2	33	23	6
1	34	23	6
0	26	26	6
0	27	26	6
0	28	26	6
0	26	27	6
0	27	27	6
4	28	27	6
3	26	28	6
4	27	28	6
2	28	28	6
1	13	33	6
4	23	33	6
0	33	33	6
0	34	33	6
2	13	34	6
0	23	34	6
3	33	34	6
3	34	34	6
0	39	39	6
0	40	39	6
2	39	40	6
4	40	40	6
2	51	51	6
4	132	51	6
4	58	58	6
0	59	59	6
3	62	62	6
2	65	65	6
4	66	66	6
0	67	67	6
0	69	69	6
0	72	72	6
3	73	72	6
3	72	73	6
0	73	73	6
0	77	77	6
0	78	77	6
2	77	78	6
3	78	78	6
2	80	80	6
4	81	81	6
0	82	81	6
4	84	81	6
3	106	81	6
3	81	82	6
1	82	82	6
4	84	82	6
3	106	82	6
2	81	84	6
3	82	84	6
3	84	84	6
2	106	84	6
4	21	85	6
3	85	85	6
4	98	85	6
1	126	85	6
3	341	85	6
4	90	90	6
4	95	95	6
0	97	97	6
3	276	97	6
0	21	98	6
1	85	98	6
3	98	98	6
2	126	98	6
2	341	98	6
4	101	101	6
1	104	104	6
3	81	106	6
1	82	106	6
4	84	106	6
3	106	106	6
4	117	117	6
3	119	117	6
3	117	119	6
2	119	119	6
1	21	126	6
0	85	126	6
3	98	126	6
1	126	126	6
4	341	126	6
4	128	128	6
4	51	132	6
2	132	132	6
0	139	139	6
0	146	146	6
3	147	146	6
2	148	146	6
4	146	147	6
4	147	147	6
1	148	147	6
0	146	148	6
2	147	148	6
4	148	148	6
2	149	149	6
3	152	152	6
2	154	154	6
0	155	154	6
2	156	154	6
1	157	154	6
0	154	155	6
3	155	155	6
2	156	155	6
0	157	155	6
4	154	156	6
1	155	156	6
4	156	156	6
4	157	156	6
3	154	157	6
1	155	157	6
2	156	157	6
4	157	157	6
1	158	158	6
0	168	168	6
3	178	178	6
1	181	181	6
4	185	185	6
2	189	189	6
1	191	191	6
4	193	191	6
2	191	193	6
1	193	193	6
2	205	205	6
4	216	216	6
4	233	233	6
0	254	254	6
4	97	276	6
4	276	276	6
4	280	280	6
0	300	300	6
3	322	322	6
3	326	326	6
0	333	333	6
4	335	335	6
4	336	335	6
3	337	335	6
2	335	336	6
4	336	336	6
0	337	336	6
0	335	337	6
2	336	337	6
0	337	337	6
4	21	341	6
4	85	341	6
2	98	341	6
1	126	341	6
2	341	341	6
2	342	342	6
4	3	348	6
3	5	348	6
3	9	348	6
2	348	348	6
2	185	185	7
3	3	3	8
4	5	3	8
4	9	3	8
4	10	3	8
3	3	5	8
3	5	5	8
1	9	5	8
3	10	5	8
2	3	9	8
0	5	9	8
4	9	9	8
0	10	9	8
2	3	10	8
0	5	10	8
2	9	10	8
2	10	10	8
3	21	21	8
3	341	21	8
1	49	49	8
0	50	49	8
2	49	50	8
3	50	50	8
1	51	51	8
3	58	58	8
1	64	64	8
4	117	64	8
2	67	67	8
2	69	69	8
3	70	69	8
0	69	70	8
1	70	70	8
0	72	72	8
2	73	72	8
3	72	73	8
0	73	73	8
4	80	80	8
4	81	81	8
2	82	81	8
2	81	82	8
2	82	82	8
2	92	92	8
1	93	93	8
4	95	95	8
1	64	117	8
4	117	117	8
1	131	131	8
2	137	137	8
0	138	138	8
4	140	140	8
2	142	142	8
0	148	148	8
1	150	150	8
4	151	151	8
0	163	163	8
1	184	184	8
2	189	189	8
0	191	191	8
2	222	222	8
0	247	247	8
1	276	276	8
0	298	298	8
3	21	341	8
2	341	341	8
2	347	347	8
4	67	67	9
1	148	148	9
3	191	191	9
4	64	64	10
4	117	64	10
0	118	64	10
3	119	64	10
1	223	64	10
0	68	68	10
4	115	115	10
3	64	117	10
1	117	117	10
4	118	117	10
4	119	117	10
1	223	117	10
4	64	118	10
2	117	118	10
2	118	118	10
2	119	118	10
0	223	118	10
1	64	119	10
4	117	119	10
3	118	119	10
2	119	119	10
1	223	119	10
4	128	128	10
2	196	196	10
4	64	223	10
0	117	223	10
4	118	223	10
