1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
349	1
1	2
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
349	2
1	3
2	3
3	3
4	3
5	3
6	3
7	3
8	3
9	3
10	3
11	3
349	3
1	4
2	4
3	4
4	4
5	4
6	4
7	4
8	4
9	4
10	4
11	4
349	4
1	5
2	5
3	5
4	5
5	5
6	5
7	5
8	5
9	5
10	5
11	5
349	5
1	6
2	6
3	6
4	6
5	6
6	6
7	6
8	6
9	6
10	6
11	6
349	6
1	7
2	7
3	7
4	7
5	7
6	7
7	7
8	7
9	7
10	7
11	7
349	7
1	8
2	8
3	8
4	8
5	8
6	8
7	8
8	8
9	8
10	8
11	8
349	8
1	9
2	9
3	9
4	9
5	9
6	9
7	9
8	9
9	9
10	9
11	9
349	9
1	10
2	10
3	10
4	10
5	10
6	10
7	10
8	10
9	10
10	10
11	10
349	10
1	11
2	11
3	11
4	11
5	11
6	11
7	11
8	11
9	11
10	11
11	11
349	11
12	12
13	12
12	13
13	13
14	14
24	14
33	14
34	14
35	14
350	14
351	14
15	15
16	15
15	16
16	16
17	17
18	17
23	17
17	18
18	18
23	18
19	19
20	19
19	20
20	20
21	21
22	21
86	21
99	21
100	21
127	21
128	21
342	21
21	22
22	22
86	22
99	22
100	22
127	22
128	22
342	22
17	23
18	23
23	23
14	24
24	24
33	24
34	24
35	24
350	24
351	24
25	25
26	26
27	27
28	27
29	27
27	28
28	28
29	28
27	29
28	29
29	29
30	30
31	31
32	32
14	33
24	33
33	33
34	33
35	33
350	33
351	33
14	34
24	34
33	34
34	34
35	34
350	34
351	34
14	35
24	35
33	35
34	35
35	35
350	35
351	35
36	36
37	37
38	38
39	39
40	40
41	40
40	41
41	41
42	42
43	43
44	43
43	44
44	44
45	45
46	46
47	47
48	48
49	49
50	50
51	50
159	50
160	50
50	51
51	51
159	51
160	51
52	52
133	52
53	53
54	53
53	54
54	54
55	55
56	56
57	56
58	56
56	57
57	57
58	57
56	58
57	58
58	58
59	59
60	60
61	61
62	61
61	62
62	62
63	63
64	64
65	65
118	65
119	65
120	65
224	65
66	66
67	67
68	68
69	69
70	70
71	70
70	71
71	71
72	72
73	73
74	73
77	73
73	74
74	74
77	74
75	75
76	76
73	77
74	77
77	77
78	78
79	78
78	79
79	79
80	80
177	80
178	80
202	80
211	80
215	80
216	80
217	80
218	80
236	80
241	80
278	80
314	80
315	80
81	81
82	82
83	82
84	82
85	82
107	82
82	83
83	83
84	83
85	83
107	83
82	84
83	84
84	84
85	84
107	84
82	85
83	85
84	85
85	85
107	85
21	86
22	86
86	86
99	86
100	86
127	86
128	86
342	86
87	87
88	87
89	87
90	87
91	87
92	87
87	88
88	88
89	88
90	88
91	88
92	88
87	89
88	89
89	89
90	89
91	89
92	89
87	90
88	90
89	90
90	90
91	90
92	90
87	91
88	91
89	91
90	91
91	91
92	91
87	92
88	92
89	92
90	92
91	92
92	92
93	93
94	94
95	95
96	96
97	97
98	98
277	98
316	98
21	99
22	99
86	99
99	99
100	99
127	99
128	99
342	99
21	100
22	100
86	100
99	100
100	100
127	100
128	100
342	100
101	101
102	102
103	103
104	104
105	104
104	105
105	105
106	106
82	107
83	107
84	107
85	107
107	107
108	108
109	108
110	108
108	109
109	109
110	109
108	110
109	110
110	110
111	111
112	112
113	112
114	112
112	113
113	113
114	113
112	114
113	114
114	114
115	115
116	115
117	115
115	116
116	116
117	116
115	117
116	117
117	117
65	118
118	118
119	118
120	118
224	118
65	119
118	119
119	119
120	119
224	119
65	120
118	120
119	120
120	120
224	120
121	121
122	122
123	123
131	123
124	124
125	125
126	125
125	126
126	126
21	127
22	127
86	127
99	127
100	127
127	127
128	127
342	127
21	128
22	128
86	128
99	128
100	128
127	128
128	128
342	128
129	129
130	130
123	131
131	131
132	132
52	133
133	133
134	134
135	135
136	136
137	136
136	137
137	137
138	138
139	139
140	139
139	140
140	140
141	141
142	142
143	143
144	144
145	144
144	145
145	145
146	146
339	146
340	146
341	146
147	147
148	147
149	147
147	148
148	148
149	148
147	149
148	149
149	149
150	150
151	150
150	151
151	151
152	152
153	153
154	154
155	155
156	155
157	155
158	155
155	156
156	156
157	156
158	156
155	157
156	157
157	157
158	157
155	158
156	158
157	158
158	158
50	159
51	159
159	159
160	159
50	160
51	160
159	160
160	160
161	161
162	162
163	163
164	163
165	163
166	163
167	163
168	163
163	164
164	164
165	164
166	164
167	164
168	164
163	165
164	165
165	165
166	165
167	165
168	165
163	166
164	166
165	166
166	166
167	166
168	166
163	167
164	167
165	167
166	167
167	167
168	167
163	168
164	168
165	168
166	168
167	168
168	168
169	169
170	170
171	171
172	172
173	172
172	173
173	173
174	174
175	175
176	176
80	177
177	177
178	177
202	177
211	177
