20	1
27	1
33	1
41	1
46	1
59	1
88	1
95	1
96	1
102	1
121	1
126	1
138	1
152	1
158	1
182	1
195	1
197	1
208	1
217	1
221	1
231	1
232	1
236	1
262	1
265	1
272	1
277	1
289	1
291	1
302	1
20	2
27	2
33	2
41	2
46	2
59	2
88	2
95	2
96	2
102	2
121	2
126	2
138	2
152	2
158	2
182	2
195	2
197	2
208	2
217	2
231	2
232	2
236	2
262	2
265	2
272	2
277	2
289	2
291	2
302	2
20	3
27	3
33	3
41	3
46	3
59	3
88	3
95	3
96	3
102	3
121	3
126	3
152	3
158	3
182	3
184	3
195	3
197	3
208	3
217	3
221	3
231	3
232	3
236	3
262	3
265	3
272	3
277	3
289	3
291	3
302	3
7	4
9	4
20	4
22	4
33	4
41	4
46	4
47	4
75	4
88	4
94	4
95	4
96	4
101	4
102	4
126	4
127	4
132	4
138	4
151	4
152	4
157	4
158	4
175	4
182	4
188	4
193	4
195	4
208	4
213	4
217	4
225	4
232	4
233	4
236	4
243	4
249	4
262	4
264	4
265	4
272	4
277	4
280	4
286	4
289	4
301	4
307	4
313	4
20	5
22	5
33	5
41	5
46	5
88	5
89	5
95	5
96	5
99	5
102	5
104	5
126	5
138	5
152	5
158	5
170	5
182	5
184	5
195	5
208	5
217	5
223	5
225	5
232	5
236	5
247	5
262	5
265	5
272	5
277	5
286	5
289	5
301	5
7	6
9	6
20	6
33	6
41	6
46	6
75	6
83	6
88	6
95	6
96	6
100	6
101	6
106	6
126	6
138	6
152	6
155	6
158	6
182	6
184	6
195	6
200	6
208	6
213	6
217	6
231	6
232	6
236	6
249	6
260	6
262	6
265	6
266	6
277	6
286	6
289	6
2	7
20	7
22	7
33	7
41	7
46	7
67	7
75	7
76	7
88	7
95	7
96	7
138	7
151	7
152	7
158	7
182	7
195	7
197	7
208	7
217	7
225	7
232	7
236	7
262	7
265	7
277	7
286	7
289	7
313	7
20	8
33	8
41	8
46	8
75	8
88	8
95	8
96	8
138	8
152	8
158	8
182	8
195	8
208	8
216	8
217	8
221	8
231	8
232	8
236	8
262	8
265	8
277	8
289	8
307	8
20	9
29	9
33	9
41	9
46	9
75	9
88	9
95	9
96	9
138	9
152	9
158	9
182	9
195	9
208	9
217	9
221	9
231	9
232	9
236	9
262	9
265	9
277	9
289	9
307	9
7	10
9	10
20	10
22	10
33	10
41	10
46	10
82	10
88	10
95	10
96	10
98	10
121	10
126	10
127	10
152	10
158	10
182	10
188	10
195	10
208	10
217	10
226	10
232	10
233	10
236	10
249	10
258	10
260	10
262	10
265	10
266	10
277	10
285	10
286	10
289	10
318	10
9	11
20	11
29	11
33	11
41	11
46	11
50	11
71	11
88	11
95	11
96	11
126	11
138	11
144	11
152	11
158	11
164	11
182	11
193	11
195	11
208	11
217	11
232	11
236	11
262	11
265	11
277	11
280	11
286	11
289	11
2	12
16	12
33	12
41	12
49	12
51	12
61	12
71	12
95	12
96	12
121	12
138	12
151	12
152	12
158	12
169	12
195	12
217	12
228	12
232	12
233	12
236	12
260	12
262	12
266	12
286	12
290	12
307	12
313	12
2	13
16	13
33	13
41	13
