2	75	75	0
0	140	140	0
1	150	150	0
4	154	154	0
0	155	154	0
0	154	155	0
4	155	155	0
1	6	6	1
4	11	11	1
4	12	11	1
0	11	12	1
1	12	12	1
0	13	13	1
4	32	13	1
2	22	22	1
0	25	25	1
2	13	32	1
1	32	32	1
1	52	52	1
4	53	52	1
0	52	53	1
0	53	53	1
0	69	69	1
4	80	80	1
3	81	81	1
1	82	81	1
0	81	82	1
1	82	82	1
0	125	125	1
3	128	128	1
4	140	140	1
3	141	141	1
4	205	205	1
2	311	311	1
4	340	340	1
2	63	63	2
2	65	65	2
3	69	69	2
1	80	80	2
4	83	83	2
4	84	83	2
3	83	84	2
2	84	84	2
3	92	92	2
3	93	93	2
3	109	109	2
4	128	128	2
2	149	149	2
1	159	159	2
1	192	192	2
4	246	246	2
2	64	64	3
4	119	64	3
3	64	119	3
1	119	119	3
3	13	13	4
2	349	13	4
2	49	49	4
4	65	65	4
2	106	106	4
2	118	118	4
4	129	129	4
2	133	133	4
4	182	182	4
4	215	215	4
4	233	233	4
3	246	246	4
2	13	349	4
0	349	349	4
4	20	20	5
3	21	20	5
4	20	21	5
4	21	21	5
4	33	33	5
4	34	33	5
1	33	34	5
1	34	34	5
3	138	138	5
0	217	217	5
1	3	3	6
2	5	3	6
1	9	3	6
0	348	3	6
3	3	5	6
4	5	5	6
4	9	5	6
0	348	5	6
4	3	9	6
3	5	9	6
4	9	9	6
0	348	9	6
3	13	13	6
4	23	13	6
2	33	13	6
1	34	13	6
3	14	14	6
2	16	16	6
1	17	16	6
3	22	16	6
0	16	17	6
2	17	17	6
1	22	17	6
4	21	21	6
0	85	21	6
0	98	21	6
1	126	21	6
2	341	21	6
4	16	22	6
0	17	22	6
0	22	22	6
2	13	23	6
0	23	23	6
3	33	23	6
0	34	23	6
3	26	26	6
2	27	26	6
0	28	26	6
0	26	27	6
1	27	27	6
3	28	27	6
1	26	28	6
2	27	28	6
4	28	28	6
2	13	33	6
3	23	33	6
3	33	33	6
0	34	33	6
1	13	34	6
4	23	34	6
0	33	34	6
3	34	34	6
4	39	39	6
4	40	39	6
1	39	40	6
2	40	40	6
3	51	51	6
0	132	51	6
2	58	58	6
0	59	59	6
0	62	62	6
3	65	65	6
2	66	66	6
4	67	67	6
2	69	69	6
4	72	72	6
0	73	72	6
1	72	73	6
1	73	73	6
2	77	77	6
2	78	77	6
2	77	78	6
1	78	78	6
0	80	80	6
1	81	81	6
0	82	81	6
3	84	81	6
1	106	81	6
4	81	82	6
0	82	82	6
1	84	82	6
3	106	82	6
0	81	84	6
2	82	84	6
1	84	84	6
0	106	84	6
1	21	85	6
4	85	85	6
4	98	85	6
4	126	85	6
3	341	85	6
2	90	90	6
0	95	95	6
4	97	97	6
1	276	97	6
1	21	98	6
2	85	98	6
3	98	98	6
4	126	98	6
1	341	98	6
4	101	101	6
3	104	104	6
3	81	106	6
3	82	106	6
0	84	106	6
3	106	106	6
