4	75	75	0
3	140	140	0
1	150	150	0
0	154	154	0
1	155	154	0
0	154	155	0
3	155	155	0
2	6	6	1
0	11	11	1
4	12	11	1
3	11	12	1
3	12	12	1
4	13	13	1
1	32	13	1
1	22	22	1
0	25	25	1
0	13	32	1
1	32	32	1
3	52	52	1
0	53	52	1
1	52	53	1
1	53	53	1
2	69	69	1
2	80	80	1
3	81	81	1
2	82	81	1
4	81	82	1
3	82	82	1
4	125	125	1
2	128	128	1
3	140	140	1
1	141	141	1
0	205	205	1
4	311	311	1
0	340	340	1
1	63	63	2
3	65	65	2
1	69	69	2
3	80	80	2
3	83	83	2
2	84	83	2
3	83	84	2
1	84	84	2
0	92	92	2
4	93	93	2
4	109	109	2
3	128	128	2
3	149	149	2
0	159	159	2
0	192	192	2
4	246	246	2
4	64	64	3
0	119	64	3
0	64	119	3
0	119	119	3
3	13	13	4
4	349	13	4
3	49	49	4
1	65	65	4
1	106	106	4
4	118	118	4
3	129	129	4
2	133	133	4
4	182	182	4
4	215	215	4
2	233	233	4
2	246	246	4
0	13	349	4
0	349	349	4
3	20	20	5
2	21	20	5
4	20	21	5
2	21	21	5
3	33	33	5
1	34	33	5
2	33	34	5
0	34	34	5
2	138	138	5
3	217	217	5
2	3	3	6
3	5	3	6
3	9	3	6
2	348	3	6
3	3	5	6
4	5	5	6
4	9	5	6
4	348	5	6
1	3	9	6
3	5	9	6
1	9	9	6
1	348	9	6
0	13	13	6
1	23	13	6
1	33	13	6
2	34	13	6
1	14	14	6
3	16	16	6
3	17	16	6
2	22	16	6
3	16	17	6
2	17	17	6
1	22	17	6
2	21	21	6
1	85	21	6
3	98	21	6
1	126	21	6
0	341	21	6
3	16	22	6
0	17	22	6
2	22	22	6
4	13	23	6
0	23	23	6
2	33	23	6
4	34	23	6
2	26	26	6
3	27	26	6
0	28	26	6
3	26	27	6
0	27	27	6
3	28	27	6
2	26	28	6
4	27	28	6
0	28	28	6
2	13	33	6
0	23	33	6
1	33	33	6
1	34	33	6
0	13	34	6
1	23	34	6
3	33	34	6
4	34	34	6
4	39	39	6
1	40	39	6
1	39	40	6
1	40	40	6
2	51	51	6
1	132	51	6
3	58	58	6
2	59	59	6
1	62	62	6
4	65	65	6
4	66	66	6
3	67	67	6
2	69	69	6
0	72	72	6
3	73	72	6
1	72	73	6
1	73	73	6
0	77	77	6
4	78	77	6
4	77	78	6
2	78	78	6
0	80	80	6
3	81	81	6
1	82	81	6
0	84	81	6
2	106	81	6
2	81	82	6
2	82	82	6
1	84	82	6
1	106	82	6
4	81	84	6
1	82	84	6
0	84	84	6
4	106	84	6
0	21	85	6
2	85	85	6
3	98	85	6
4	126	85	6
3	341	85	6
4	90	90	6
2	95	95	6
3	97	97	6
3	276	97	6
0	21	98	6
2	85	98	6
1	98	98	6
4	126	98	6
2	341	98	6
3	101	101	6
2	104	104	6
0	81	106	6
1	82	106	6
4	84	106	6
0	106	106	6
0	117	117	6
0	119	117	6
0	117	119	6
4	119	119	6
4	21	126	6
1	85	126	6
4	98	126	6
1	126	126	6
1	341	126	6
0	128	128	6
3	51	132	6
2	132	132	6
4	139	139	6
0	146	146	6
1	147	146	6
4	148	146	6
0	146	147	6
4	147	147	6
2	148	147	6
0	146	148	6
0	147	148	6
3	148	148	6
0	149	149	6
2	152	152	6
1	154	154	6
4	155	154	6
1	156	154	6
2	157	154	6
0	154	155	6
1	155	155	6
2	156	155	6
3	157	155	6
2	154	156	6
3	155	156	6
3	156	156	6
2	157	156	6
4	154	157	6
2	155	157	6
2	156	157	6
4	157	157	6
1	158	158	6
4	168	168	6
4	178	178	6
4	181	181	6
2	185	185	6
2	189	189	6
2	191	191	6
1	193	191	6
4	191	193	6
1	193	193	6
1	205	205	6
0	216	216	6
4	233	233	6
2	254	254	6
4	97	276	6
0	276	276	6
1	280	280	6
3	300	300	6
2	322	322	6
1	326	326	6
4	333	333	6
1	335	335	6
0	336	335	6
3	337	335	6
3	335	336	6
1	336	336	6
2	337	336	6
4	335	337	6
1	336	337	6
4	337	337	6
2	21	341	6
0	85	341	6
3	98	341	6
3	126	341	6
2	341	341	6
1	342	342	6
2	3	348	6
3	5	348	6
2	9	348	6
4	348	348	6
0	185	185	7
2	3	3	8
1	5	3	8
2	9	3	8
0	10	3	8
2	3	5	8
0	5	5	8
3	9	5	8
0	10	5	8
4	3	9	8
4	5	9	8
1	9	9	8
4	10	9	8
3	3	10	8
4	5	10	8
1	9	10	8
0	10	10	8
1	21	21	8
1	341	21	8
4	49	49	8
0	50	49	8
2	49	50	8
3	50	50	8
3	51	51	8
0	58	58	8
0	64	64	8
4	117	64	8
4	67	67	8
1	69	69	8
4	70	69	8
0	69	70	8
0	70	70	8
4	72	72	8
3	73	72	8
1	72	73	8
3	73	73	8
4	80	80	8
2	81	81	8
0	82	81	8
4	81	82	8
2	82	82	8
4	92	92	8
3	93	93	8
0	95	95	8
4	64	117	8
3	117	117	8
1	131	131	8
1	137	137	8
0	138	138	8
4	140	140	8
2	142	142	8
2	148	148	8
4	150	150	8
4	151	151	8
0	163	163	8
4	184	184	8
4	189	189	8
0	191	191	8
1	222	222	8
3	247	247	8
4	276	276	8
4	298	298	8
0	21	341	8
0	341	341	8
0	347	347	8
1	67	67	9
4	148	148	9
3	191	191	9
3	64	64	10
1	117	64	10
0	118	64	10
4	119	64	10
4	223	64	10
3	68	68	10
0	115	115	10
3	64	117	10
0	117	117	10
2	118	117	10
1	119	117	10
4	223	117	10
2	64	118	10
1	117	118	10
1	118	118	10
4	119	118	10
3	223	118	10
1	64	119	10
1	117	119	10
4	118	119	10
3	119	119	10
0	223	119	10
3	128	128	10
4	196	196	10
0	64	223	10
2	117	223	10
1	118	223	10
0	119	223	10
1	223	223	10
2	328	328	10
2	51	51	11
3	115	115	12
0	126	126	12
1	66	66	13
2	68	68	13
1	106	106	13
1	137	137	13
3	211	211	13
1	35	35	14
1	68	68	14
2	69	69	14
2	80	80	14
4	81	81	14
3	101	101	14
3	123	123	14
4	128	128	14
2	140	140	14
0	162	162	14
4	348	348	14
1	11	11	15
4	12	11	15
2	11	12	15
3	12	12	15
4	52	52	15
3	53	52	15
1	52	53	15
3	53	53	15
3	128	128	15
0	154	154	15
4	155	154	15
3	156	154	15
1	157	154	15
1	154	155	15
4	155	155	15
2	156	155	15
2	157	155	15
4	154	156	15
