0	0	0	1	1	-63
4	1	0	1	10	-33
2	2	0	1	11	-37
0	3	0	1	13	-14
3	4	0	1	16	-78
1	5	0	1	17	-75
1	6	0	1	18	-3
3	7	0	1	19	5
0	8	0	1	2	-30
4	9	0	1	20	-22
3	10	0	1	21	-30
3	11	0	1	24	-102
2	12	0	1	25	-71
1	13	0	1	26	-18
1	14	0	1	27	-69
4	15	0	1	29	-124
1	16	0	1	30	-59
4	17	0	1	31	19
4	18	0	1	32	-13
2	19	0	1	33	-76
4	20	0	1	34	-33
0	21	0	1	35	-17
2	22	0	1	36	-80
3	23	0	1	37	-41
1	24	0	1	38	-54
3	25	0	1	4	-41
1	26	0	1	40	-123
1	27	0	1	42	-61
2	28	0	1	43	-89
4	29	0	1	45	-63
0	30	0	1	46	-77
1	31	0	1	48	-38
0	32	0	1	50	-25
2	33	0	1	51	-35
1	34	0	1	53	-58
2	35	0	1	54	-93
0	37	0	1	7	-15
0	38	0	1	8	-159
2	39	0	2	0	-39
1	40	0	2	1	-14
2	41	0	2	10	4
4	42	0	2	11	-55
1	43	0	2	12	-37
1	44	0	2	13	-22
3	45	0	2	14	-99
1	46	0	2	15	-157
0	47	0	2	16	-70
1	48	0	2	17	-60
2	49	0	2	18	-36
0	50	0	2	19	-88
4	51	0	2	2	-40
0	52	0	2	20	-76
3	53	0	2	21	-88
3	54	0	2	22	-33
0	55	0	2	23	-63
2	56	0	2	24	1
1	57	0	2	25	-24
1	58	0	2	26	-28
0	59	0	2	27	-90
0	60	0	2	28	-80
2	61	0	2	29	-59
0	62	0	2	3	-51
0	63	0	2	30	-13
2	64	0	2	31	-97
1	65	0	2	33	-22
1	66	0	2	34	-61
1	67	0	2	35	-17
0	68	0	2	36	-92
3	69	0	2	37	-72
2	70	0	2	38	-28
2	71	0	2	39	-116
4	72	0	2	4	-26
4	73	0	2	40	-58
2	74	0	2	42	-53
2	75	0	2	43	-67
0	76	0	2	44	-1
2	77	0	2	45	-10
4	78	0	2	46	-92
0	79	0	2	47	-74
4	80	0	2	48	-28
1	81	0	2	49	-46
2	82	0	2	5	-260
0	83	0	2	50	-34
0	84	0	2	51	-71
4	85	0	2	52	1
4	86	0	2	53	-77
4	87	0	2	54	-40
2	88	0	2	6	-11
2	89	0	2	7	-70
0	90	0	2	8	-56
0	91	0	2	9	-130
1	92	0	4	0	-55
0	93	0	4	1	-55
2	94	0	4	10	-91
2	96	0	4	12	-66
3	97	0	4	17	-119
0	98	0	4	18	-43
4	99	0	4	19	27
0	101	0	4	20	-51
2	102	0	4	21	-66
0	103	0	4	22	-103
1	104	0	4	23	-53
4	105	0	4	26	-28
0	106	0	4	27	-81
3	107	0	4	29	-93
3	108	0	4	30	-52
4	110	0	4	33	-41
1	112	0	4	36	-46
2	113	0	4	38	-67
0	114	0	4	39	-87
4	115	0	4	40	-56
1	116	0	4	42	-68
0	117	0	4	43	-86
4	118	0	4	44	-106
3	119	0	4	49	29
3	120	0	4	52	-59
1	121	0	4	53	-87
1	122	0	4	54	-46
2	125	0	5	0	-99
3	126	0	5	1	-45
3	127	0	5	10	-54
1	128	0	5	11	-108
2	129	0	5	12	-76
0	130	0	5	13	11
4	131	0	5	14	-29
0	132	0	5	15	-123
2	133	0	5	16	-53
0	134	0	5	17	-41
2	135	0	5	18	-1
4	136	0	5	19	0
4	137	0	5	2	-77
3	138	0	5	20	-70
4	139	0	5	21	-107
2	140	0	5	22	24
2	141	0	5	23	-28
0	142	0	5	24	-38
0	143	0	5	25	-53
4	144	0	5	26	-85
1	145	0	5	27	-88
2	146	0	5	28	-14
2	147	0	5	29	-83
3	148	0	5	3	0
3	149	0	5	30	-29
3	150	0	5	31	-121
2	151	0	5	33	0
0	152	0	5	34	-32
4	153	0	5	35	-50
2	154	0	5	36	-70
1	155	0	5	37	-66
3	156	0	5	38	-43
1	157	0	5	39	-75
2	158	0	5	4	-21
3	159	0	5	40	-109
4	160	0	5	42	-21
0	161	0	5	43	-22
4	162	0	5	44	-46
1	163	0	5	45	-65
4	164	0	5	46	-91
0	165	0	5	47	-34
4	166	0	5	48	-8
4	167	0	5	49	-38
4	168	0	5	5	-37
3	169	0	5	50	-18
2	170	0	5	51	-18
0	171	0	5	52	-55
4	172	0	5	53	-42
0	173	0	5	54	-23
4	174	0	5	6	-32
3	175	0	5	7	-50
3	176	0	5	8	-57
4	177	0	5	9	-118
0	178	0	6	0	-24
4	179	0	6	1	-95
1	180	0	6	10	-55
2	181	0	6	11	-30
3	182	0	6	12	-138
1	183	0	6	13	-134
1	184	0	6	14	-66
4	185	0	6	15	-2
4	186	0	6	16	-56
2	187	0	6	17	-49
3	188	0	6	18	0
2	189	0	6	19	-104
3	190	0	6	2	-9
3	191	0	6	20	-46
4	192	0	6	21	-126
0	193	0	6	22	-21
3	194	0	6	23	26
0	195	0	6	24	-36
3	196	0	6	25	10
4	197	0	6	26	-7
4	198	0	6	27	-117
3	199	0	6	28	-1
4	200	0	6	29	-36
0	201	0	6	3	6
2	202	0	6	30	-18
3	203	0	6	31	11
0	204	0	6	32	-11
2	205	0	6	33	-63
1	206	0	6	34	-41
4	207	0	6	35	-29
4	208	0	6	36	-46
3	209	0	6	37	15
2	210	0	6	38	-35
0	211	0	6	39	-69
1	212	0	6	4	-67
2	213	0	6	40	19
4	214	0	6	42	-15
0	215	0	6	43	-6
0	216	0	6	44	-21
4	217	0	6	45	-16
2	218	0	6	46	-24
1	219	0	6	47	-93
2	220	0	6	48	-41
3	221	0	6	49	-95
1	223	0	6	50	-23
1	224	0	6	51	-2
0	225	0	6	52	-63
0	226	0	6	53	-7
1	227	0	6	54	-22
2	228	0	6	6	10
4	229	0	6	7	-45
1	230	0	6	8	-38
1	231	0	6	9	-39
2	232	0	7	1	-140
2	233	0	7	10	-8
4	234	0	7	11	0
2	235	0	7	13	-84
1	236	0	7	16	1
0	237	0	7	17	-1
4	238	0	7	18	-13
3	239	0	7	19	-143
3	240	0	7	2	-15
1	241	0	7	20	-158
0	242	0	7	21	-163
1	243	0	7	24	-2
3	244	0	7	25	-17
1	245	0	7	26	-26
1	246	0	7	27	-65
4	247	0	7	29	-91
3	248	0	7	30	-8
2	249	0	7	31	-83
0	250	0	7	32	1
3	251	0	7	33	-110
2	252	0	7	34	-77
0	253	0	7	35	0
3	254	0	7	36	12
3	255	0	7	37	-56
0	256	0	7	38	-44
2	257	0	7	4	23
3	258	0	7	40	-156
3	259	0	7	42	-32
1	261	0	7	45	-29
3	262	0	7	46	-50
3	263	0	7	48	4
1	264	0	7	49	-36
4	265	0	7	50	-40
0	266	0	7	51	4
0	267	0	7	53	-13
2	268	0	7	54	-40
1	270	0	7	7	-25
4	271	0	7	8	10
0	272	0	8	0	-31
1	273	0	8	1	-22
2	274	0	8	10	18
3	275	0	8	11	-75
2	276	0	8	14	-97
4	277	0	8	15	-42
0	278	0	8	16	-30
2	279	0	8	17	-31
1	280	0	8	18	-15
0	281	0	8	19	-22
1	282	0	8	2	-11
4	283	0	8	20	-7
1	284	0	8	21	-2
1	285	0	8	22	-48
2	286	0	8	23	2
1	287	0	8	24	-28
1	288	0	8	25	-12
2	289	0	8	26	-83
1	290	0	8	27	-13
4	291	0	8	28	-29
4	292	0	8	29	-37
0	293	0	8	3	-11
0	294	0	8	30	-76
2	295	0	8	31	-66
2	296	0	8	32	-26
3	297	0	8	33	-28
