3	0	0	1	0	7.6935301658
3	1	0	1	1	7.7780530601
1	2	0	1	10	-3.7013547459
3	3	0	1	11	10.1734339084
0	4	0	1	12	2.1570044282
4	5	0	1	13	1.6326315853
4	6	0	1	14	-8.9792139458
1	7	0	1	15	6.8992599953
0	8	0	1	16	-1.7930738645
0	9	0	1	17	-5.9963702965
0	10	0	1	18	7.8902568144
2	11	0	1	19	-5.0426523057
1	12	0	1	2	-1.1985054379
2	13	0	1	20	-6.6119479166
4	14	0	1	21	3.6988348484
4	15	0	1	22	3.9321484531
0	16	0	1	23	-10.0688476137
4	17	0	1	24	17.637032868
3	18	0	1	25	5.6864884514
0	19	0	1	26	-2.6775877856
1	20	0	1	27	-2.1732219296
3	21	0	1	28	-36.4592295758
0	22	0	1	29	-0.0864245794
2	23	0	1	3	2.5956844375
0	24	0	1	30	5.0771773842
4	25	0	1	31	0.1081077187
4	26	0	1	32	-14.5231086273
3	27	0	1	33	17.4857954498
3	28	0	1	34	-1.5839637825
3	29	0	1	35	12.1947974084
1	30	0	1	36	6.5772638315
3	31	0	1	37	1.0961027615
2	32	0	1	38	-8.6753170435
0	33	0	1	4	-5.1399712212
4	34	0	1	5	4.1759364346
0	35	0	1	6	1.9351271188
2	36	0	1	7	-5.0898528562
2	37	0	1	8	1.4986504517
3	38	0	1	9	9.4632808694
0	39	0	11	0	9.6942857549
3	40	0	11	1	16.5693311017
4	41	0	11	10	9.5594532711
1	42	0	11	11	11.3374716212
2	43	0	11	12	-3.0152734579
0	44	0	11	13	-6.9843951948
0	45	0	11	14	12.4173316831
4	46	0	11	15	16.1498978974
3	47	0	11	16	-45.8937606585
0	48	0	11	17	0.9247862496
2	49	0	11	18	24.4549768299
1	50	0	11	19	6.3734101396
4	51	0	11	2	13.9643924282
3	52	0	11	20	17.2248469758
3	53	0	11	21	7.2357581991
4	54	0	11	22	28.1444385648
4	55	0	11	23	-11.0400458463
4	56	0	11	24	29.2012558541
1	57	0	11	25	11.2232059078
3	58	0	11	26	20.9875725757
2	59	0	11	27	17.0048417484
3	60	0	11	28	13.9548838605
1	61	0	11	29	21.2894247643
0	62	0	11	3	18.4292581557
0	63	0	11	30	16.2106176273
1	64	0	11	31	0.4948904511
2	65	0	11	32	17.2993876184
3	66	0	11	33	-3.0497103681
4	67	0	11	34	17.9689860115
1	68	0	11	35	16.4443510899
3	69	0	11	36	22.1912360376
4	70	0	11	37	24.4137931368
2	71	0	11	38	22.830617603
3	72	0	11	4	-7.9516351685
1	73	0	11	5	22.1679734087
0	74	0	11	6	10.181271291
2	75	0	11	7	10.5434563577
2	76	0	11	8	15.1231624969
3	77	0	11	9	14.4529779349
4	78	0	13	0	7.3767092383
2	79	0	13	1	0.9119639421
3	80	0	13	10	5.3722158879
0	81	0	13	11	-3.9460712694
2	82	0	13	12	2.3305768406
2	83	0	13	13	16.3096388084
1	84	0	13	14	-6.3531366592
0	85	0	13	15	5.7991052293
0	86	0	13	16	1.4592157232
