2	105	0	13	33	30.6799944126
4	210	0	2	22	33.5929258791
2	217	0	2	29	33.3532583969
1	224	0	2	35	70.1581688167
4	267	0	20	4	41.0691417805
1	390	0	24	0	32.336231656
3	408	0	24	25	41.3012141448
3	436	0	25	15	43.3548506205
0	444	0	25	22	58.849645744
3	452	0	25	3	49.9189725902
1	462	0	25	4	58.1187865941
1	534	0	29	33	46.9965795657
3	551	0	3	13	55.291299337
4	573	0	3	33	106.0071923778
4	749	0	4	16	52.4851897233
3	780	0	7	0	31.1256441825
0	781	0	7	1	50.6036602621
3	794	0	7	21	42.7350514418
0	797	0	7	24	57.0331471062
4	798	0	7	25	33.9082835151
3	805	0	7	31	30.4446308353
3	944	1	11	16	52.032564069
3	1008	1	12	4	88.9031387313
2	1029	1	13	22	31.7176288695
0	1033	1	13	26	33.8314776801
1	1035	1	13	28	30.3418934313
1	1139	1	16	16	47.3166670185
1	1316	1	2	35	60.3169406573
3	1327	1	20	1	41.6671529657
2	1330	1	20	12	32.4026358437
1	1359	1	20	4	44.5818270189
4	1370	1	21	13	34.6484176412
0	1380	1	21	22	37.1994988876
2	1462	1	23	26	32.2219277488
3	1486	1	24	12	41.5995104719
3	1490	1	24	16	75.5280528049
3	1518	1	24	7	30.331804913
4	1721	1	3	13	78.7040828052
3	1724	1	3	16	42.0061506475
3	1743	1	3	33	117.0012792555
2	1745	1	3	35	32.0676655628
1	1749	1	3	4	48.3199690961
4	1755	1	30	0	37.1975524441
0	1770	1	30	22	33.429001635
2	1772	1	30	24	33.0138277611
3	1773	1	30	25	31.1667043213
4	1774	1	30	26	30.5324902581
3	1782	1	30	33	39.8323117461
0	1788	1	30	4	41.8226136291
3	1791	1	30	7	30.1497796443
2	1794	1	31	0	36.1961652133
0	1872	1	33	0	41.188121854
3	1873	1	33	1	54.4181609422
1	1877	1	33	13	37.166904163
1	1879	1	33	15	42.3109965727
3	1880	1	33	16	52.3929427626
2	1884	1	33	2	30.2991600315
3	1887	1	33	22	64.5057037133
1	1889	1	33	24	31.1801830313
4	1890	1	33	25	43.0635204905
2	1997	1	36	16	53.0552674655
2	2033	1	37	13	49.3369353545
